"card","Month","Year","catchmentName","fragmentNumber","fragmentName","Catch No","m","y","catchname","catch","locality","time","org","map","east","north","altitude","penet","fishmeth","effort","pass","spcode","abund","number","minl","maxl","nzreach","abundnumber","aldfor","ameneb","angaus","angdie","angrei","anguil","caraur","chefos","cteide","cypcar","echauc","echone","galano","galarg","galaxi","galbre","galcob","galdep","galdiv","galeld","galfas","galgol","galgra","galmac","galmar","galpau","galpos","galpro","galpul","galspd","galspn","galspp","galsps","galspt","galvul","gamaff","geoaus","gobalp","gobbas","gobbre","gobcot","gobgob","gobhub","gobhut","gobiom","graham","hypmol","hyrmen","leuidu","marine","mugcep","mugil","neoapo","neobur","neodiv","neohel","neorek","nospec","oncmyk","oncner","onctsh","parane","parcur","parmar","perflu","poelat","poeret","prooxy","retret","rholep","rhombo","rhoret","salfon","salmo","salsal","saltru","scaery","stoani","tintin"
"117878","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1020","uoc","L36","2427820","5752407","260","91","tfu","","","galvul","","1","","","13043050","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117878","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1020","uoc","L36","2427820","5752407","260","91","tfu","","","neobur","","32","","","13043050","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","","","","","","","","","","","","","","","","","","","","","","","","",""
"117879","5","2017","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1050","uoc","L36","2427594","5752495","260","91","tfu","","","neobur","","93","","","13043050","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","","","","","","","","","","","","","","","","","","","","","","","","",""
"117880","5","2017","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1100","uoc","L36","2427142","5752563","270","91","tfu","","","neobur","","29","","","13042988","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","",""
"117881","5","2017","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1130","uoc","L36","2426618","5752971","288","92","tfu","","","neobur","","42","","","13042840","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","","","","","","","","","","","","","","","","","","","","","","","","",""
"117882","5","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1230","uoc","L36","2426784","5750654","250","88","tfu","","","neobur","","14","","","13043608","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","",""
"117882","5","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1230","uoc","L36","2426784","5750654","250","88","tfu","","","gobbre","","1","","","13043608","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117883","5","2017","Selwyn River","1491051","Waianiwaniwa River tributary 5","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1340","uoc","L36","2425981","5749947","276","87","tfu","","","neobur","","21","","","13043881","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","",""
"117884","5","2017","Selwyn River","1491050","Waianiwaniwa River tributary 4","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1400","uoc","L36","2425689","5749717","254","87","tfu","","","neobur","","7","","","13044008","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","",""
"117885","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River","1500","uoc","L36","2426904","5749481","243","86","tfu","","","gobbre","","7","","","13043722","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117885","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River","1500","uoc","L36","2426904","5749481","243","86","tfu","","","galvul","","3","","","13043722","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117885","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River","1500","uoc","L36","2426904","5749481","243","86","tfu","","","neobur","","4","","","13043722","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"117886","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River","1430","uoc","L36","2427011","5750105","243","86","tfu","","","neobur","","4","","","13043722","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"117886","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River","1430","uoc","L36","2427011","5750105","243","86","tfu","","","gobbre","","24","","","13043722","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117886","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River","1430","uoc","L36","2427011","5750105","243","86","tfu","","","galvul","","2","","","13043722","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117887","5","2017","Selwyn River","1491050","Waianiwaniwa River tributary 4","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1520","uoc","L36","2427133","5748582","241","85","tfu","","","neobur","","5","","","13043819","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","",""
"117887","5","2017","Selwyn River","1491050","Waianiwaniwa River tributary 4","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1520","uoc","L36","2427133","5748582","241","85","tfu","","","gobbre","","3","","","13043819","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117888","5","2017","Selwyn River","1491049","Waianiwaniwa River tributary 3","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1550","uoc","L36","2427233","5747900","239","84","tfu","","","neobur","","34","","","13044589","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","","","","","","","","","","","","","","","","","","","","","","","","",""
"117889","5","2017","Selwyn River","1491043","Hororata River 2","680.04","5","2017","Selwyn River","680.040","Hororata River tributary","1120","uoc","L36","2424848","5740136","188","79","tfu","","","gobbre","","1","","","13046863","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117889","5","2017","Selwyn River","1491043","Hororata River 2","680.04","5","2017","Selwyn River","680.040","Hororata River tributary","1120","uoc","L36","2424848","5740136","188","79","tfu","","","neobur","","9","","","13046863","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","",""
"117890","5","2017","Selwyn River","1491042","Cordys Stream","680.04","5","2017","Selwyn River","680.040","Hororata River tributary","1240","uoc","L36","2425490","5739950","180","78","tfu","","","neobur","","3","","","13046852","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"117891","5","2017","Selwyn River","1491043","Hororata River 2","680.04","5","2017","Selwyn River","680.040","Hororata River","1200","uoc","L36","2424594","5740604","189","79","tfu","","","neobur","","3","","","13046669","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"117891","5","2017","Selwyn River","1491043","Hororata River 2","680.04","5","2017","Selwyn River","680.040","Hororata River","1200","uoc","L36","2424594","5740604","189","79","tfu","","","gobbre","","2","","","13046669","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117892","5","2017","Selwyn River","1491040","Hororata River tributary 6","680.04","5","2017","Selwyn River","680.040","Hororata River tributary","1300","uoc","L36","2427253","5739243","170","71","tfu","","","neobur","","2","","","13046756","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"117893","5","2017","Selwyn River","1491040","Hororata River tributary 6","680.04","5","2017","Selwyn River","680.040","Hororata River tributary","1330","uoc","L36","2428763","5738407","170","71","tfu","","","neobur","","4","","","13046756","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"117894","5","2017","Selwyn River","1491040","Hororata River tributary 6","680.04","5","2017","Selwyn River","680.040","Hororata River tributary","1350","uoc","L36","2429587","5737216","170","71","tfu","","","neobur","","10","","","13046756","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","",""
"117894","5","2017","Selwyn River","1491040","Hororata River tributary 6","680.04","5","2017","Selwyn River","680.040","Hororata River tributary","1350","uoc","L36","2429587","5737216","170","71","tfu","","","gobbre","","1","","","13046756","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117895","5","2017","Selwyn River","1491038","Hororata River tributary 4","680.04","5","2017","Selwyn River","680.040","Hororata River tributary","1420","uoc","L36","2430895","5737215","151","68","tfu","","","neobur","","16","","","13047582","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","",""
"117896","5","2017","Selwyn River","1491038","Hororata River tributary 4","680.04","5","2017","Selwyn River","680.040","Hororata River tributary","1500","uoc","L36","2430670","5736642","148","68","tfu","","","neobur","","15","","","13048015","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","",""
"117897","5","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1310","uoc","L36","2424377","5750631","288","91","tfu","","","neobur","","1","","","13043683","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"117897","5","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1310","uoc","L36","2424377","5750631","288","91","tfu","","","gobbre","","3","","","13043683","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117898","5","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1250","uoc","L36","2424703","5750865","280","90","tfu","","","gobbre","","1","","","13043606","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117898","5","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1250","uoc","L36","2424703","5750865","280","90","tfu","","","neobur","n","0","","","13043606","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"117898","5","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1250","uoc","L36","2424703","5750865","280","90","tfu","","","galvul","","1","","","13043606","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117899","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River","0930","uoc","L36","2423152","5753054","328","97","tfu","","","neobur","n","0","","","13042847","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"117899","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River","0930","uoc","L36","2423152","5753054","328","97","tfu","","","gobbre","","5","","","13042847","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117900","5","2017","Selwyn River","1491055","Waianiwaniwa River tributary 8","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1000","uoc","L36","2424759","5753669","304","95","tfu","","","neobur","","1","","","13042591","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"117900","5","2017","Selwyn River","1491055","Waianiwaniwa River tributary 8","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1000","uoc","L36","2424759","5753669","304","95","tfu","","","gobbre","","1","","","13042591","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117900","5","2017","Selwyn River","1491055","Waianiwaniwa River tributary 8","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1000","uoc","L36","2424759","5753669","304","95","tfu","","","galvul","","1","","","13042591","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117901","5","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","5","2017","Selwyn River","680.050","Waianiwaniwa River oxbow","1030","uoc","L36","2426315","5753661","281","93","tfu","","","neobur","","22","","","13042618","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","",""
"117904","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","0930","uoc","L36","2423152","5753054","328","97","tfu","","","neobur","","1","","","13042847","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"117904","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","0930","uoc","L36","2423152","5753054","328","97","tfu","","","gobbre","","11","","","13042847","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117905","7","2017","Selwyn River","1491055","Waianiwaniwa River tributary 8","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","0950","uoc","L36","2424759","5753669","304","95","tfu","","","neobur","n","0","","","13042591","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"117905","7","2017","Selwyn River","1491055","Waianiwaniwa River tributary 8","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","0950","uoc","L36","2424759","5753669","304","95","tfu","","","gobbre","","2","","","13042591","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117906","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River oxbow","1020","uoc","L36","2426315","5753661","281","93","tfu","","","neobur","","19","","","13042618","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","","","","","","","","","","","","","","","","","","","","","","","","",""
"117907","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1040","uoc","L36","2426968","5753568","295","93","tfu","","","gobbre","","8","","","13042354","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117907","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1040","uoc","L36","2426968","5753568","295","93","tfu","","","neobur","n","0","","","13042354","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"117907","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1040","uoc","L36","2426968","5753568","295","93","tfu","","","galvul","","3","","","13042354","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117908","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","1100","uoc","L36","2427926","5752980","268","91","tfu","","","gobbre","","3","","","13042718","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117908","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","1100","uoc","L36","2427926","5752980","268","91","tfu","","","neobur","","3","","","13042718","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"117908","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","1100","uoc","L36","2427926","5752980","268","91","tfu","","","galvul","","3","","","13042718","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117909","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1120","uoc","L36","2427820","5752407","260","91","tfu","","","neobur","","68","","","13043050","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","","","","","","","","","","","","","","","","","","","","","","","","",""
"117910","7","2017","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1130","uoc","L36","2427594","5752495","260","91","tfu","","","neobur","","36","","","13043050","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","","","","","","","","","","",""
"117911","7","2017","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1150","uoc","L36","2427142","5752563","270","91","tfu","","","neobur","","13","","","13042988","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","",""
"117912","7","2017","Selwyn River","1491054","Waianiwaniwa River tributary 7","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1220","uoc","L36","2426618","5752971","288","92","tfu","","","neobur","","25","","","13042840","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","",""
"117913","7","2017","Selwyn River","1491052","Waianiwaniwa River tributary 6","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1515","uoc","L36","2426784","5750654","250","88","tfu","","","neobur","","6","","","13043608","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","",""
"117914","7","2017","Selwyn River","1491051","Waianiwaniwa River tributary 5","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1555","uoc","L36","2425981","5749947","276","87","tfu","","","neobur","","2","","","13043881","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"117915","7","2017","Selwyn River","1491050","Waianiwaniwa River tributary 4","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1610","uoc","L36","2425689","5749717","254","87","tfu","","","neobur","","2","","","13044008","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"117916","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","1640","uoc","L36","2426904","5749481","243","86","tfu","","","neobur","","2","","","13043722","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"117916","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","1640","uoc","L36","2426904","5749481","243","86","tfu","","","gobbre","","8","","","13043722","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117916","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","1640","uoc","L36","2426904","5749481","243","86","tfu","","","galvul","","1","","","13043722","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117917","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","1630","uoc","L36","2427011","5750105","243","86","tfu","","","neobur","n","0","","","13043722","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","",""
"117917","7","2017","Selwyn River","1491047","Waianiwaniwa River","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River","1630","uoc","L36","2427011","5750105","243","86","tfu","","","gobbre","","14","","","13043722","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117918","7","2017","Selwyn River","1491050","Waianiwaniwa River tributary 4","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1700","uoc","L36","2427133","5748582","241","85","tfu","","","neobur","","4","","","13043819","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","",""
"117918","7","2017","Selwyn River","1491050","Waianiwaniwa River tributary 4","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1700","uoc","L36","2427133","5748582","241","85","tfu","","","gobbre","","1","","","13043819","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117918","7","2017","Selwyn River","1491050","Waianiwaniwa River tributary 4","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1700","uoc","L36","2427133","5748582","241","85","tfu","","","galvul","","1","","","13043819","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"117919","7","2017","Selwyn River","1491049","Waianiwaniwa River tributary 3","680.05","7","2017","Selwyn River","680.050","Waianiwaniwa River tributary","1710","uoc","L36","2427233","5747900","239","84","tfu","","","neobur","","22","","","13044589","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","",""
"117920","7","2017","Selwyn River","1491043","Hororata River 2","680.04","7","2017","Selwyn River","680.040","Hororata River tributary","1300","uoc","L36","2424848","5740136","188","79","tfu","","","neobur","","8","","","13046863","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","",""
"117921","7","2017","Selwyn River","1491042","Cordys Stream","680.04","7","2017","Selwyn River","680.040","Hororata River tributary","1330","uoc","L36","2425490","5739950","180","78","tfu","","","neobur","","6","","","13046852","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","",""
"117922","7","2017","Selwyn River","1491043","Hororata River 2","680.04","7","2017","Selwyn River","680.040","Hororata River","1350","uoc","L36","2424594","5740604","189","79","tfu","","","neobur","","3","","","13046669","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"117923","7","2017","Selwyn River","1491040","Hororata River tributary 6","680.04","7","2017","Selwyn River","680.040","Hororata River tributary","1405","uoc","L36","2427253","5739243","170","71","tfu","","","neobur","","11","","","13046756","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","",""
