card,Month,Year,Catchment name,Fragment number,Fragment name,Catch No
117749,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117750,12,2015,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05
117751,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117752,12,2015,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117753,12,2015,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117754,12,2015,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05
117755,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117756,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117757,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117758,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117759,12,2015,Selwyn River,1491047,Waianiwaniwa River,680.05
117760,12,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117761,12,2015,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117762,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117763,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117764,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117765,12,2015,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117774,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117775,11,2016,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117776,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117777,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117778,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117779,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117780,11,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117781,11,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117782,11,2016,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117783,11,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117784,11,2016,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05
117786,11,2016,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117787,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117789,11,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117790,12,2016,Selwyn River,1491043,Hororata River 2,680.04
117791,11,2016,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117792,11,2016,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05
117794,12,2016,Selwyn River,1491042,Cordys Stream,680.04
117796,12,2016,Selwyn River,1491043,Hororata River 2,680.04
117797,12,2016,Selwyn River,1491040,Hororata River tributary 6,680.04
117798,11,2016,Selwyn River,1491040,Hororata River tributary 6,680.04
117799,12,2016,Selwyn River,1491040,Hororata River tributary 6,680.04
117800,11,2016,Selwyn River,1491038,Hororata River tributary 4,680.04
117801,11,2016,Selwyn River,1491038,Hororata River tributary 4,680.04
117802,12,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117803,12,2016,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117804,12,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117805,12,2016,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117806,12,2016,Selwyn River,1491047,Waianiwaniwa River,680.05
117807,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117808,1,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117809,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117810,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117811,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117812,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117813,1,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117814,1,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117815,1,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117816,1,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117817,1,2017,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05
117818,1,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117819,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117820,1,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117821,1,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117822,1,2017,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05
117823,1,2017,Selwyn River,1491043,Hororata River 2,680.04
117825,1,2017,Selwyn River,1491042,Cordys Stream,680.04
117826,1,2017,Selwyn River,1491043,Hororata River 2,680.04
117828,1,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117830,1,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117833,1,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117834,1,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
117835,1,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
117836,1,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117839,1,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117840,2,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117841,2,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117842,2,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117844,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117845,3,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117846,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117847,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117848,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117849,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117850,3,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117851,3,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117852,3,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117853,3,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117854,3,2017,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05
117855,3,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117856,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117857,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117858,3,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117859,3,2017,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05
117860,3,2017,Selwyn River,1491043,Hororata River 2,680.04
117861,3,2017,Selwyn River,1491042,Cordys Stream,680.04
117862,3,2017,Selwyn River,1491043,Hororata River 2,680.04
117863,3,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117864,3,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117865,3,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117866,3,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
117867,3,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
117868,3,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117869,3,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117870,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117871,3,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117872,3,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117873,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117874,5,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117875,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117876,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117877,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117878,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117879,5,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117880,5,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117881,5,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117882,5,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117883,5,2017,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05
117884,5,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117885,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117886,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117887,5,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117888,5,2017,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05
117889,5,2017,Selwyn River,1491043,Hororata River 2,680.04
117890,5,2017,Selwyn River,1491042,Cordys Stream,680.04
117891,5,2017,Selwyn River,1491043,Hororata River 2,680.04
117892,5,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117893,5,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117894,5,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117895,5,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
117896,5,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
117897,5,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117898,5,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117899,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117900,5,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117901,5,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117904,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117905,7,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117906,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117907,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117908,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117909,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117910,7,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117911,7,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117912,7,2017,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05
117913,7,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117914,7,2017,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05
117915,7,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117916,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117917,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117918,7,2017,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05
117919,7,2017,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05
117920,7,2017,Selwyn River,1491043,Hororata River 2,680.04
117921,7,2017,Selwyn River,1491042,Cordys Stream,680.04
117922,7,2017,Selwyn River,1491043,Hororata River 2,680.04
117923,7,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117924,7,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117925,7,2017,Selwyn River,1491040,Hororata River tributary 6,680.04
117926,7,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
117927,7,2017,Selwyn River,1491038,Hororata River tributary 4,680.04
117928,7,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117929,7,2017,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05
117930,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117931,7,2017,Selwyn River,1491055,Waianiwaniwa River tributary 8,680.05
117932,7,2017,Selwyn River,1491047,Waianiwaniwa River,680.05
117976,8,2019,Waihao River,1491122,Buchanans Creek,709.02
2000010,5,2020,Waimakariri River,1491007,Cust River tributary,
2000011,6,2020,Waimakariri River,1491012,Eyre River tributary 2,
2000012,5,2020,Waimakariri River,1491014,Mounseys Stream tributary 2,
2000013,5,2020,Waimakariri River,1491015,Mounseys Stream tributary 3,
2000014,5,2020,Waimakariri River,1491015,Mounseys Stream tributary 3,
2000015,5,2020,Waimakariri River,1491017,Mounseys Stream tributary 5,
2000016,5,2020,Waimakariri River,1491017,Mounseys Stream tributary 5,
2000017,5,2020,Waimakariri River,1491018,Mounseys Stream tributary 6,
2000018,5,2020,Waimakariri River,1491019,Mounseys Stream tributary 7,
2000019,5,2020,Waimakariri River,1491021,Mounseys Stream,
2000020,5,2020,Waimakariri River,1491021,Mounseys Stream,
2000021,5,2020,Waimakariri River,1491021,Mounseys Stream,
2000022,5,2020,Waimakariri River,1491021,Mounseys Stream,
2000023,6,2020,Waimakariri River,1491021,Mounseys Stream,
2000024,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,
2000025,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,
2000026,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,
2000027,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,
2000028,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,
2000029,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,
2000030,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,
2000031,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,
2000032,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,
2000033,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,
2000034,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,
2000035,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,
2000036,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,
119911,11,2017,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063
120494,11,2019,Selwyn River,1491143,Selwyn River tributary 7,680
120495,11,2019,Selwyn River,1491143,Selwyn River tributary 7,680
120023,10,2020,Selwyn River,1491143,Selwyn River tributary 7,680
119917,1,2019,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063
119988,2,2018,Selwyn River,1491148,Unnamed pond Hororata River 1,680.04
118037,5,2017,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06
119915,5,2018,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063
114222,5,2018,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05
119314,5,2020,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063
119846,5,2020,Waimakariri River,1491144,Mounseys Stream tributary 14,664.063
119859,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
119867,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
119860,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
119861,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
119866,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
119899,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
119901,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
119900,5,2020,Waimakariri River,1491026,Mounseys Stream tributary 13,664
119853,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,664.063
119856,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,664.063
119857,5,2020,Waimakariri,1491025,Mounseys Stream tributary 12,664.063
119858,5,2020,Waimakariri River,1491025,Mounseys Stream tributary 12,664.063
119228,5,2020,Waimakariri River,1491019,Mounseys Stream tributary 7,664.063
119227,5,2020,Waimakariri River,1491017,Mounseys Stream tributary 5,664.063
119226,5,2020,Waimakariri River,1491017,Mounseys Stream tributary 5,664.063
119223,5,2020,Waimakariri River,1491011,Unnamed wetland Coopers Creek,664.062
118046,6,2011,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063
118039,6,2013,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06
119224,6,2020,Waimakariri River,1491012,Eyre River tributary 2,664.06
119225,6,2020,Waimakariri River,1491012,Eyre River tributary 2,664.06
118040,7,2012,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06
118034,7,2016,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06
119910,8,2017,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063
118033,8,2017,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06
117532,8,2019,Waihao River,1491146,Buchanans Creek tributary,709
120493,8,2019,Selwyn River,1491143,Selwyn River tributary 7,680
118038,9,2014,Waimakariri River,1491026,Mounseys Stream tributary 13,664.06
120024,9,2019,Selwyn River,1491143,Selwyn River tributary 7,680
119986,9,2020,Waimakariri River,1491145,Mounseys Stream tributary 15,664.063
120026,9,2020,Selwyn River,1491143,Selwyn River tributary 7,680
119898,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04
119897,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04
119896,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04
119895,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04
119894,9,2020,Pareora River,1491105,Taiko Stream (Translocation),253
119893,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04
119892,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04
119891,9,2020,Pareora River,1491105,Taiko Stream (Translocation),701.04
